Date,Time,WBGT,Tg
2019/10/3,12:00,29.0,43.5
2019/10/3,13:00,27.3,39.6
2019/10/3,14:00,27.3,36.2
2019/10/3,15:00,26.8,36.2
2019/10/3,16:00,25.1,31.3
2019/10/3,17:00,24.8,28.2
2019/10/3,18:00,23.9,25.5
2019/10/3,19:00,23.6,24.4
2019/10/3,20:00,23.4,24.5
2019/10/3,21:00,23.3,24.2
2019/10/3,22:00,23.4,23.6
2019/10/3,23:00,22.8,22.5
2019/10/3,24:00,22.7,22.2
2019/10/4,1:00,22.9,22.7
2019/10/4,2:00,22.8,22.4
2019/10/4,3:00,22.2,21.5
2019/10/4,4:00,21.8,21.0
2019/10/4,5:00,21.5,20.8
2019/10/4,6:00,21.4,20.2
2019/10/4,7:00,21.8,22.9
2019/10/4,8:00,24.7,34.6
2019/10/4,9:00,26.0,36.5
2019/10/4,10:00,24.4,33.3
2019/10/4,11:00,27.0,43.1
2019/10/4,12:00,27.3,44.5
2019/10/4,13:00,28.4,44.6
2019/10/4,14:00,27.6,42.7
2019/10/4,15:00,27.6,41.3
2019/10/4,16:00,26.7,38.3
2019/10/4,17:00,25.0,30.9
2019/10/4,18:00,23.6,25.2
2019/10/4,19:00,23.1,24.0
2019/10/4,20:00,22.7,23.2
2019/10/4,21:00,22.5,23.0
2019/10/4,22:00,22.6,22.7
2019/10/4,23:00,22.3,22.1
2019/10/4,24:00,22.1,21.6
2019/10/5,1:00,21.7,21.2
2019/10/5,2:00,21.5,21.0
2019/10/5,3:00,21.2,20.5
2019/10/5,4:00,20.8,20.0
2019/10/5,5:00,20.6,20.0
2019/10/5,6:00,20.3,19.6
2019/10/5,7:00,21.4,22.4
2019/10/5,8:00,24.1,33.6
2019/10/5,9:00,25.6,40.1
2019/10/5,10:00,25.9,42.7
2019/10/5,11:00,25.6,41.4
2019/10/5,12:00,26.7,43.4
2019/10/5,13:00,27.5,43.2
2019/10/5,14:00,27.0,42.9
2019/10/5,15:00,26.2,41.4
2019/10/5,16:00,25.3,40.1
2019/10/5,17:00,23.3,29.9
2019/10/5,18:00,22.0,24.7
2019/10/5,19:00,22.2,23.6
2019/10/5,20:00,22.0,22.7
2019/10/5,21:00,21.7,22.2
2019/10/5,22:00,21.5,22.1
2019/10/5,23:00,21.1,21.1
2019/10/5,24:00,20.7,20.9
2019/10/6,1:00,20.4,20.5
2019/10/6,2:00,20.1,19.8
2019/10/6,3:00,20.1,20.1
2019/10/6,4:00,20.1,19.8
2019/10/6,5:00,19.8,19.6
2019/10/6,6:00,19.6,19.2
2019/10/6,7:00,20.1,20.7
2019/10/6,8:00,23.7,32.6
2019/10/6,9:00,24.9,37.6
2019/10/6,10:00,25.9,40.8
2019/10/6,11:00,26.3,42.6
2019/10/6,12:00,27.0,43.2
2019/10/6,13:00,27.1,43.8
2019/10/6,14:00,26.7,43.2
2019/10/6,15:00,26.8,43.4
2019/10/6,16:00,23.3,31.5
2019/10/6,17:00,24.6,29.5
2019/10/6,18:00,23.3,26.0
2019/10/6,19:00,22.6,24.4
2019/10/6,20:00,22.4,25.0
2019/10/6,21:00,22.0,24.5
2019/10/6,22:00,21.8,23.9
2019/10/6,23:00,21.3,23.1
2019/10/6,24:00,21.2,22.7
2019/10/7,1:00,21.5,22.9
2019/10/7,2:00,21.2,22.8
2019/10/7,3:00,21.3,23.2
2019/10/7,4:00,21.1,23.0
2019/10/7,5:00,21.0,23.0
2019/10/7,6:00,20.9,22.9
2019/10/7,7:00,21.1,23.6
2019/10/7,8:00,23.5,33.5
2019/10/7,9:00,22.6,28.5
2019/10/7,10:00,26.2,42.5
2019/10/7,11:00,24.4,32.1
2019/10/7,12:00,24.3,31.5
2019/10/7,13:00,25.2,34.3
2019/10/7,14:00,25.2,33.6
2019/10/7,15:00,25.4,34.9
2019/10/7,16:00,25.1,32.6
2019/10/7,17:00,24.4,29.1
2019/10/7,18:00,23.5,24.6
2019/10/7,19:00,23.7,25.2
2019/10/7,20:00,22.7,23.4
2019/10/7,21:00,22.4,22.9
2019/10/7,22:00,22.2,22.4
2019/10/7,23:00,21.9,21.8
2019/10/7,24:00,21.6,21.2
2019/10/8,1:00,21.6,22.3
2019/10/8,2:00,21.8,22.3
2019/10/8,3:00,22.3,22.7
2019/10/8,4:00,21.9,22.4
2019/10/8,5:00,21.8,22.7
2019/10/8,6:00,21.6,21.4
2019/10/8,7:00,22.0,23.3
2019/10/8,8:00,22.0,24.4
2019/10/8,9:00,22.2,27.7
2019/10/8,10:00,23.9,36.1
2019/10/8,11:00,23.3,34.2
2019/10/8,12:00,23.9,38.7
2019/10/8,13:00,23.6,37.5
2019/10/8,14:00,23.7,38.4
2019/10/8,15:00,22.3,36.0
2019/10/8,16:00,21.8,33.8
2019/10/8,17:00,20.3,25.4
2019/10/8,18:00,19.4,21.7
2019/10/8,19:00,18.8,20.4
2019/10/8,20:00,18.6,19.9
2019/10/8,21:00,18.4,19.4
2019/10/8,22:00,18.2,18.7
2019/10/8,23:00,17.4,18.1
2019/10/8,24:00,16.4,17.1
2019/10/9,1:00,15.7,16.9
2019/10/9,2:00,15.2,16.6
2019/10/9,3:00,14.9,17.1
2019/10/9,4:00,14.6,16.4
2019/10/9,5:00,14.3,16.1
2019/10/9,6:00,14.4,15.7
2019/10/9,7:00,14.7,17.0
2019/10/9,8:00,17.8,28.3
2019/10/9,9:00,19.1,32.9
2019/10/9,10:00,20.0,35.5
2019/10/9,11:00,21.3,40.4
2019/10/9,12:00,21.8,39.3
2019/10/9,13:00,21.7,37.7
2019/10/9,14:00,21.6,34.7
2019/10/9,15:00,18.9,33.0
2019/10/9,16:00,19.6,35.0
2019/10/9,17:00,17.7,25.8
2019/10/9,18:00,17.4,21.3
2019/10/9,19:00,17.7,20.6
2019/10/9,20:00,17.2,18.8
2019/10/9,21:00,17.5,19.5
2019/10/9,22:00,17.2,19.9
2019/10/9,23:00,16.7,18.2
2019/10/9,24:00,16.5,17.9
2019/10/10,1:00,15.6,16.3
2019/10/10,2:00,15.4,16.2
2019/10/10,3:00,15.4,15.9
2019/10/10,4:00,15.6,15.5
2019/10/10,5:00,15.4,16.2
2019/10/10,6:00,15.1,16.1
2019/10/10,7:00,15.7,17.7
2019/10/10,8:00,18.8,27.7
2019/10/10,9:00,20.8,33.1
2019/10/10,10:00,21.4,35.2
2019/10/10,11:00,23.6,40.2
2019/10/10,12:00,23.0,35.4
2019/10/10,13:00,23.8,39.8
2019/10/10,14:00,23.7,39.8
2019/10/10,15:00,23.8,39.9
2019/10/10,16:00,23.0,39.7
2019/10/10,17:00,21.3,29.5
2019/10/10,18:00,20.4,24.2
2019/10/10,19:00,20.0,22.4
2019/10/10,20:00,20.3,22.2
2019/10/10,21:00,19.5,21.3
2019/10/10,22:00,19.3,21.6
2019/10/10,23:00,18.9,21.2
2019/10/10,24:00,18.8,21.0
2019/10/11,1:00,19.0,21.1
2019/10/11,2:00,18.9,20.9
2019/10/11,3:00,18.9,20.7
2019/10/11,4:00,18.8,20.2
2019/10/11,5:00,18.4,19.7
2019/10/11,6:00,18.4,19.6
2019/10/11,7:00,18.5,20.1
2019/10/11,8:00,19.9,22.8
2019/10/11,9:00,23.8,35.6
2019/10/11,10:00,24.6,38.0
2019/10/11,11:00,25.6,40.9
2019/10/11,12:00,27.9,44.0
2019/10/11,13:00,28.0,45.1
2019/10/11,14:00,27.3,41.3
2019/10/11,15:00,28.3,43.0
2019/10/11,16:00,26.1,35.5
2019/10/11,17:00,24.6,30.4
2019/10/11,18:00,23.6,26.8
2019/10/11,19:00,22.9,25.7
2019/10/11,20:00,22.6,24.7
2019/10/11,21:00,22.2,24.1
2019/10/11,22:00,21.8,23.6
2019/10/11,23:00,21.6,23.3
2019/10/11,24:00,21.6,23.3
2019/10/12,1:00,21.3,23.0
2019/10/12,2:00,21.2,22.4
2019/10/12,3:00,21.1,22.2
2019/10/12,4:00,21.1,22.6
2019/10/12,5:00,21.4,22.8
2019/10/12,6:00,21.5,22.9
2019/10/12,7:00,21.5,23.4
2019/10/12,8:00,22.1,25.8
2019/10/12,9:00,24.1,34.2
2019/10/12,10:00,23.0,29.4
2019/10/12,11:00,23.5,31.4
2019/10/12,12:00,25.5,38.0
2019/10/12,13:00,24.6,37.0
2019/10/12,14:00,23.8,34.5
2019/10/12,15:00,23.3,34.1
2019/10/12,16:00,22.0,31.2
2019/10/12,17:00,20.5,25.0
2019/10/12,18:00,19.4,22.6
2019/10/12,19:00,19.2,22.0
2019/10/12,20:00,18.7,21.6
2019/10/12,21:00,18.6,21.4
2019/10/12,22:00,18.3,21.0
2019/10/12,23:00,17.7,20.5
2019/10/12,24:00,17.2,20.1
2019/10/13,1:00,16.7,19.6
2019/10/13,2:00,16.3,19.0
2019/10/13,3:00,16.0,18.7
2019/10/13,4:00,15.7,17.8
2019/10/13,5:00,15.6,18.0
2019/10/13,6:00,15.4,17.4
2019/10/13,7:00,15.6,18.6
2019/10/13,8:00,18.8,29.7
2019/10/13,9:00,20.4,32.9
2019/10/13,10:00,22.1,37.9
2019/10/13,11:00,22.9,37.9
2019/10/13,12:00,23.7,40.7
2019/10/13,13:00,22.5,36.7
2019/10/13,14:00,22.2,35.1
2019/10/13,15:00,22.8,36.5
2019/10/13,16:00,22.9,35.0
2019/10/13,17:00,20.9,26.5
2019/10/13,18:00,19.9,22.0
2019/10/13,19:00,19.8,22.3
2019/10/13,20:00,19.6,21.3
2019/10/13,21:00,19.2,20.4
2019/10/13,22:00,19.6,21.3
2019/10/13,23:00,20.0,22.2
2019/10/13,24:00,19.3,19.8
2019/10/14,1:00,18.8,19.3
2019/10/14,2:00,18.3,18.6
2019/10/14,3:00,17.9,18.8
2019/10/14,4:00,17.8,19.2
2019/10/14,5:00,17.7,18.0
2019/10/14,6:00,17.2,17.4
2019/10/14,7:00,18.2,19.9
2019/10/14,8:00,19.8,27.3
2019/10/14,9:00,22.8,34.9
2019/10/14,10:00,23.3,38.2
2019/10/14,11:00,22.6,33.4
2019/10/14,12:00,23.2,33.5
2019/10/14,13:00,23.5,35.7
2019/10/14,14:00,22.5,30.7
2019/10/14,15:00,22.9,30.8
2019/10/14,16:00,23.2,36.4
2019/10/14,17:00,20.5,25.6
2019/10/14,18:00,19.2,21.6
2019/10/14,19:00,18.0,20.7
2019/10/14,20:00,17.7,20.8
2019/10/14,21:00,17.6,20.1
2019/10/14,22:00,17.6,19.4
2019/10/14,23:00,17.2,18.4
2019/10/14,24:00,17.4,18.6
2019/10/15,1:00,17.0,17.8
2019/10/15,2:00,17.0,18.0
2019/10/15,3:00,16.9,17.7
2019/10/15,4:00,16.6,17.2
2019/10/15,5:00,16.6,16.9
2019/10/15,6:00,16.3,16.8
2019/10/15,7:00,16.4,17.7
2019/10/15,8:00,19.3,27.8
2019/10/15,9:00,20.6,31.8
2019/10/15,10:00,21.7,35.5
2019/10/15,11:00,22.8,37.6
2019/10/15,12:00,24.3,39.4
2019/10/15,13:00,23.2,36.2
2019/10/15,14:00,23.1,36.5
2019/10/15,15:00,21.9,30.0
2019/10/15,16:00,22.4,31.4
2019/10/15,17:00,21.5,25.8
2019/10/15,18:00,19.9,23.3
2019/10/15,19:00,19.5,22.0
2019/10/15,20:00,19.3,21.6
2019/10/15,21:00,18.7,20.9
2019/10/15,22:00,18.2,21.3
2019/10/15,23:00,17.8,21.2
2019/10/15,24:00,18.0,20.9
2019/10/16,1:00,17.7,20.3
2019/10/16,2:00,17.8,19.8
2019/10/16,3:00,17.6,19.5
2019/10/16,4:00,17.7,19.5
2019/10/16,5:00,17.1,19.7
2019/10/16,6:00,17.4,19.1
2019/10/16,7:00,18.2,20.6
2019/10/16,8:00,20.1,29.0
2019/10/16,9:00,21.3,33.5
2019/10/16,10:00,22.2,37.6
2019/10/16,11:00,23.0,38.6
2019/10/16,12:00,23.2,39.1
2019/10/16,13:00,23.8,39.7
2019/10/16,14:00,23.2,37.6
2019/10/16,15:00,22.0,29.7
2019/10/16,16:00,21.5,28.0
2019/10/16,17:00,20.8,25.1
2019/10/16,18:00,20.3,22.2
2019/10/16,19:00,20.0,21.3
2019/10/16,20:00,19.1,20.4
2019/10/16,21:00,18.8,19.9
2019/10/16,22:00,18.4,19.7
2019/10/16,23:00,18.1,19.2
2019/10/16,24:00,18.1,19.2
2019/10/17,1:00,18.1,19.1
2019/10/17,2:00,17.9,19.2
2019/10/17,3:00,17.7,19.5
2019/10/17,4:00,17.9,19.6
2019/10/17,5:00,17.9,19.9
2019/10/17,6:00,18.2,19.8
2019/10/17,7:00,18.4,20.7
2019/10/17,8:00,19.3,22.5
2019/10/17,9:00,19.5,23.7
2019/10/17,10:00,22.4,33.7
2019/10/17,11:00,22.7,35.4
2019/10/17,12:00,22.7,36.9
2019/10/17,13:00,22.7,32.4
2019/10/17,14:00,23.0,32.4
2019/10/17,15:00,21.8,27.9
2019/10/17,16:00,22.3,28.1
2019/10/17,17:00,21.4,24.9
2019/10/17,18:00,20.9,23.7
2019/10/17,19:00,20.6,23.3
2019/10/17,20:00,20.6,22.9
2019/10/17,21:00,20.7,22.3
2019/10/17,22:00,20.5,22.4
2019/10/17,23:00,20.5,22.5
2019/10/17,24:00,20.9,23.0
2019/10/18,1:00,20.7,22.8
2019/10/18,2:00,21.0,23.0
2019/10/18,3:00,21.3,23.1
2019/10/18,4:00,21.2,22.8
2019/10/18,5:00,21.5,22.7
2019/10/18,6:00,21.5,23.0
2019/10/18,7:00,21.4,21.2
2019/10/18,8:00,21.9,23.6
2019/10/18,9:00,22.9,28.0
2019/10/18,10:00,23.5,28.1
2019/10/18,11:00,26.5,39.8
2019/10/18,12:00,25.3,36.7
2019/10/18,13:00,26.4,37.4
2019/10/18,14:00,24.9,31.7
2019/10/18,15:00,25.0,30.9
2019/10/18,16:00,25.0,29.9
2019/10/18,17:00,24.4,26.9
2019/10/18,18:00,24.8,26.0
2019/10/18,19:00,24.9,25.7
2019/10/18,20:00,24.5,25.2
2019/10/18,21:00,24.6,24.9
2019/10/18,22:00,24.5,24.8
2019/10/18,23:00,24.1,24.5
2019/10/18,24:00,24.4,24.8
2019/10/19,1:00,23.9,24.0
2019/10/19,2:00,23.9,24.5
2019/10/19,3:00,23.4,24.5
2019/10/19,4:00,23.3,24.1
2019/10/19,5:00,23.1,23.7
2019/10/19,6:00,22.8,23.3
2019/10/19,7:00,23.0,24.0
2019/10/19,8:00,23.8,27.7
2019/10/19,9:00,24.2,30.5
2019/10/19,10:00,24.2,30.4
2019/10/19,11:00,24.7,32.6
2019/10/19,12:00,27.3,40.6
2019/10/19,13:00,27.2,42.1
2019/10/19,14:00,27.1,41.9
2019/10/19,15:00,26.3,39.4
2019/10/19,16:00,25.7,37.1
2019/10/19,17:00,23.1,27.3
2019/10/19,18:00,21.7,24.0
2019/10/19,19:00,21.1,22.9
2019/10/19,20:00,20.9,23.2
2019/10/19,21:00,20.5,22.5
2019/10/19,22:00,20.3,22.2
2019/10/19,23:00,20.3,22.3
2019/10/19,24:00,20.6,21.9
2019/10/20,1:00,20.1,21.4
2019/10/20,2:00,19.8,20.5
2019/10/20,3:00,19.5,19.7
2019/10/20,4:00,19.5,19.8
2019/10/20,5:00,19.2,19.5
2019/10/20,6:00,19.4,19.5
2019/10/20,7:00,19.2,20.0
2019/10/20,8:00,20.6,23.6
2019/10/20,9:00,22.3,30.1
2019/10/20,10:00,23.9,34.7
2019/10/20,11:00,24.4,36.1
2019/10/20,12:00,25.0,37.8
2019/10/20,13:00,23.9,32.2
2019/10/20,14:00,23.1,32.0
2019/10/20,15:00,22.9,30.9
2019/10/20,16:00,22.0,28.3
2019/10/20,17:00,21.0,25.1
2019/10/20,18:00,20.4,23.5
2019/10/20,19:00,19.4,23.1
2019/10/20,20:00,18.8,23.2
2019/10/20,21:00,18.5,23.0
2019/10/20,22:00,18.8,22.4
2019/10/20,23:00,19.0,22.5
2019/10/20,24:00,19.3,22.4
2019/10/21,1:00,19.3,22.3
2019/10/21,2:00,19.5,22.2
2019/10/21,3:00,19.5,22.4
2019/10/21,4:00,19.8,22.4
2019/10/21,5:00,20.2,22.6
2019/10/21,6:00,20.5,22.8
2019/10/21,7:00,19.8,19.6
2019/10/21,8:00,20.2,19.9
2019/10/21,9:00,21.2,22.7
2019/10/21,10:00,21.1,23.0
2019/10/21,11:00,23.6,33.3
2019/10/21,12:00,24.5,34.7
2019/10/21,13:00,23.0,30.7
2019/10/21,14:00,22.9,29.6
2019/10/21,15:00,22.8,28.5
2019/10/21,16:00,22.7,27.2
2019/10/21,17:00,22.8,25.9
2019/10/21,18:00,21.7,22.7
2019/10/21,19:00,21.8,22.7
2019/10/21,20:00,21.3,22.6
2019/10/21,21:00,21.4,22.4
2019/10/21,22:00,21.1,22.2
2019/10/21,23:00,20.8,21.3
2019/10/21,24:00,20.6,20.9
2019/10/22,1:00,20.3,19.8
2019/10/22,2:00,19.9,19.2
2019/10/22,3:00,19.7,19.0
2019/10/22,4:00,19.3,18.7
2019/10/22,5:00,19.2,18.5
2019/10/22,6:00,19.3,18.4
2019/10/22,7:00,19.4,19.5
2019/10/22,8:00,20.8,25.0
2019/10/22,9:00,23.7,34.2
2019/10/22,10:00,24.6,38.5
2019/10/22,11:00,25.5,39.8
2019/10/22,12:00,25.5,41.4
2019/10/22,13:00,26.0,41.3
2019/10/22,14:00,25.9,40.5
2019/10/22,15:00,23.5,35.6
2019/10/22,16:00,23.0,30.6
2019/10/22,17:00,22.5,25.6
2019/10/22,18:00,21.6,22.9
2019/10/22,19:00,21.1,23.2
2019/10/22,20:00,20.8,21.7
2019/10/22,21:00,20.6,21.0
2019/10/22,22:00,20.8,21.6
2019/10/22,23:00,21.1,21.4
2019/10/22,24:00,20.6,20.9
2019/10/23,1:00,20.6,20.6
2019/10/23,2:00,20.9,21.2
2019/10/23,3:00,20.9,21.3
2019/10/23,4:00,20.6,20.8
2019/10/23,5:00,20.6,21.3
2019/10/23,6:00,19.8,21.5
2019/10/23,7:00,19.9,22.1
2019/10/23,8:00,20.3,23.7
2019/10/23,9:00,21.0,27.6
2019/10/23,10:00,21.1,26.6
2019/10/23,11:00,21.5,27.7
2019/10/23,12:00,21.2,24.6
2019/10/23,13:00,21.2,22.2
2019/10/23,14:00,21.2,23.6
2019/10/23,15:00,20.7,22.2
2019/10/23,16:00,20.4,20.3
2019/10/23,17:00,20.2,20.0
2019/10/23,18:00,19.4,19.3
2019/10/23,19:00,19.1,18.8
2019/10/23,20:00,19.4,19.1
2019/10/23,21:00,19.5,19.3
2019/10/23,22:00,19.7,19.2
2019/10/23,23:00,19.5,19.0
2019/10/23,24:00,19.7,19.6
2019/10/24,1:00,19.6,20.1
2019/10/24,2:00,19.9,20.8
2019/10/24,3:00,19.5,19.3
2019/10/24,4:00,19.5,19.3
2019/10/24,5:00,19.6,19.9
2019/10/24,6:00,19.7,19.5
2019/10/24,7:00,19.5,20.4
2019/10/24,8:00,21.8,29.0
2019/10/24,9:00,21.1,25.4
2019/10/24,10:00,21.4,26.2
2019/10/24,11:00,22.2,28.6
2019/10/24,12:00,22.6,28.8
2019/10/24,13:00,23.8,33.2
2019/10/24,14:00,22.7,28.0
2019/10/24,15:00,22.5,26.2
2019/10/24,16:00,23.0,27.4
2019/10/24,17:00,22.4,25.9
2019/10/24,18:00,21.6,22.8
2019/10/24,19:00,21.7,22.7
2019/10/24,20:00,21.2,21.5
2019/10/24,21:00,20.7,21.2
2019/10/24,22:00,20.3,20.9
2019/10/24,23:00,20.2,20.6
2019/10/24,24:00,19.9,20.6
2019/10/25,1:00,20.0,20.7
2019/10/25,2:00,20.0,20.9
2019/10/25,3:00,19.8,20.9
2019/10/25,4:00,19.2,18.6
2019/10/25,5:00,19.1,18.9
2019/10/25,6:00,18.8,18.6
2019/10/25,7:00,19.0,19.3
2019/10/25,8:00,21.5,29.4
2019/10/25,9:00,22.4,32.9
2019/10/25,10:00,21.9,31.3
2019/10/25,11:00,23.5,35.7
2019/10/25,12:00,23.5,35.7
2019/10/25,13:00,23.6,36.1
2019/10/25,14:00,23.5,36.8
2019/10/25,15:00,23.6,37.7
2019/10/25,16:00,22.4,32.3
2019/10/25,17:00,20.5,23.4
2019/10/25,18:00,19.8,20.9
2019/10/25,19:00,19.6,19.8
2019/10/25,20:00,19.5,19.7
2019/10/25,21:00,19.1,19.1
2019/10/25,22:00,18.5,18.3
2019/10/25,23:00,18.4,18.5
2019/10/25,24:00,18.4,18.4
2019/10/26,1:00,18.2,18.3
2019/10/26,2:00,18.0,18.1
2019/10/26,3:00,18.0,18.1
2019/10/26,4:00,18.0,18.3
2019/10/26,5:00,17.8,17.7
2019/10/26,6:00,17.8,17.9
2019/10/26,7:00,18.0,18.6
2019/10/26,8:00,18.9,21.6
2019/10/26,9:00,19.7,25.9
2019/10/26,10:00,20.9,28.1
2019/10/26,11:00,22.6,34.7
2019/10/26,12:00,21.0,29.1
2019/10/26,13:00,22.0,33.4
2019/10/26,14:00,22.9,33.0
2019/10/26,15:00,20.0,25.5
2019/10/26,16:00,19.8,25.0
2019/10/26,17:00,18.8,21.6
2019/10/26,18:00,18.2,19.2
2019/10/26,19:00,17.8,18.6
2019/10/26,20:00,17.5,18.3
2019/10/26,21:00,17.1,17.9
2019/10/26,22:00,16.6,17.1
2019/10/26,23:00,16.1,16.5
2019/10/26,24:00,15.6,15.6
2019/10/27,1:00,15.1,14.7
2019/10/27,2:00,14.7,14.3
2019/10/27,3:00,14.9,15.4
2019/10/27,4:00,15.0,15.7
2019/10/27,5:00,14.9,16.0
2019/10/27,6:00,15.0,16.2
2019/10/27,7:00,14.8,15.9
2019/10/27,8:00,15.9,19.6
2019/10/27,9:00,16.6,21.9
2019/10/27,10:00,18.2,28.1
2019/10/27,11:00,17.5,26.4
2019/10/27,12:00,18.4,28.4
2019/10/27,13:00,19.3,29.5
2019/10/27,14:00,19.4,31.1
2019/10/27,15:00,18.5,28.5
2019/10/27,16:00,17.3,22.5
2019/10/27,17:00,16.8,20.2
2019/10/27,18:00,16.3,18.3
2019/10/27,19:00,16.3,18.3
2019/10/27,20:00,15.9,17.7
2019/10/27,21:00,15.8,17.6
2019/10/27,22:00,15.6,17.0
2019/10/27,23:00,15.4,16.7
2019/10/27,24:00,15.4,16.7
2019/10/28,1:00,15.4,16.8
2019/10/28,2:00,15.3,16.2
2019/10/28,3:00,15.3,16.4
2019/10/28,4:00,15.5,16.2
2019/10/28,5:00,15.3,15.5
2019/10/28,6:00,15.0,14.9
2019/10/28,7:00,14.9,15.4
2019/10/28,8:00,15.5,17.6
2019/10/28,9:00,17.0,21.7
2019/10/28,10:00,18.7,26.8
2019/10/28,11:00,19.2,29.2
2019/10/28,12:00,18.9,27.4
2019/10/28,13:00,17.7,23.8
2019/10/28,14:00,19.2,27.3
2019/10/28,15:00,18.5,25.1
2019/10/28,16:00,18.5,23.6
2019/10/28,17:00,17.9,20.8
2019/10/28,18:00,17.1,18.5
2019/10/28,19:00,17.0,18.4
2019/10/28,20:00,16.8,16.8
2019/10/28,21:00,15.4,15.4
2019/10/28,22:00,15.4,15.1
2019/10/28,23:00,15.2,15.0
2019/10/28,24:00,15.0,14.6
2019/10/29,1:00,14.9,14.6
2019/10/29,2:00,15.0,14.5
2019/10/29,3:00,14.9,14.8
2019/10/29,4:00,15.1,14.7
2019/10/29,5:00,14.9,14.5
2019/10/29,6:00,15.2,14.7
2019/10/29,7:00,14.9,14.8
2019/10/29,8:00,15.2,15.9
2019/10/29,9:00,15.4,15.9
2019/10/29,10:00,16.6,19.4
2019/10/29,11:00,19.1,27.3
2019/10/29,12:00,21.9,35.7
2019/10/29,13:00,22.5,39.2
2019/10/29,14:00,21.8,36.8
2019/10/29,15:00,21.6,36.0
2019/10/29,16:00,18.7,30.9
2019/10/29,17:00,16.5,19.9
2019/10/29,18:00,15.8,16.8
2019/10/29,19:00,16.2,16.0
2019/10/29,20:00,15.8,15.5
2019/10/29,21:00,15.6,14.9
2019/10/29,22:00,15.3,14.9
2019/10/29,23:00,15.0,14.5
2019/10/29,24:00,14.8,13.8
2019/10/30,1:00,14.7,13.5
2019/10/30,2:00,14.2,13.4
2019/10/30,3:00,14.0,13.1
2019/10/30,4:00,14.3,14.3
2019/10/30,5:00,14.1,13.5
2019/10/30,6:00,13.9,13.3
2019/10/30,7:00,13.9,13.9
2019/10/30,8:00,17.0,23.1
2019/10/30,9:00,19.3,30.4
2019/10/30,10:00,20.3,34.3
2019/10/30,11:00,20.5,35.6
2019/10/30,12:00,19.5,32.0
2019/10/30,13:00,20.5,35.7
2019/10/30,14:00,20.6,35.9
2019/10/30,15:00,20.0,35.5
2019/10/30,16:00,18.7,29.6
2019/10/30,17:00,15.9,19.2
2019/10/30,18:00,14.9,16.4
2019/10/30,19:00,14.6,15.2
2019/10/30,20:00,14.3,14.4
2019/10/30,21:00,13.9,14.0
2019/10/30,22:00,13.6,13.4
2019/10/30,23:00,13.1,12.9
2019/10/30,24:00,13.1,13.2
2019/10/31,1:00,13.1,12.8
2019/10/31,2:00,13.0,12.8
2019/10/31,3:00,13.1,13.1
2019/10/31,4:00,13.2,12.6
2019/10/31,5:00,13.1,13.0
2019/10/31,6:00,13.3,13.0
2019/10/31,7:00,13.2,12.9
2019/10/31,8:00,14.7,18.2
2019/10/31,9:00,18.1,29.1
2019/10/31,10:00,19.4,32.0
2019/10/31,11:00,19.9,36.7
2019/10/31,12:00,20.7,37.1
2019/10/31,13:00,20.8,35.2
2019/10/31,14:00,19.4,31.8
2019/10/31,15:00,19.9,35.4
